Product,RMSE,MAE,Currency_Impact,Storage_Impact
Crude Oil,6.3087419441372505,5.3667240618378695,-0.6107133578100338,0.00001862992564939359
Natural Gas,0.9174447852379992,0.7600058977031308,-0.0297114324756611,0.00009713635630751676
