date,actual,forecast,product
2024-04-12T00:00:00.000+0000,1.77,1.563495641314642,Natural Gas
2024-04-15T00:00:00.000+0000,1.69,1.5584446977937798,Natural Gas
2024-04-16T00:00:00.000+0000,1.73,1.5569591261699962,Natural Gas
2024-04-17T00:00:00.000+0000,1.71,1.5661696702374512,Natural Gas
2024-04-18T00:00:00.000+0000,1.76,1.560227383742319,Natural Gas
2024-04-19T00:00:00.000+0000,1.75,1.5691639285226104,Natural Gas
2024-04-22T00:00:00.000+0000,1.79,1.5712437287959071,Natural Gas
2024-04-23T00:00:00.000+0000,1.81,1.582831187461415,Natural Gas
2024-04-24T00:00:00.000+0000,1.65,1.5777802439405528,Natural Gas
2024-04-25T00:00:00.000+0000,1.64,1.5855052163842247,Natural Gas
2024-04-26T00:00:00.000+0000,1.61,1.5811343743646433,Natural Gas
2024-04-29T00:00:00.000+0000,2.03,1.591830490055881,Natural Gas
2024-04-30T00:00:00.000+0000,1.99,1.572815173271458,Natural Gas
2024-05-01T00:00:00.000+0000,1.93,1.586482432210262,Natural Gas
2024-05-02T00:00:00.000+0000,2.04,1.6001496911490665,Natural Gas
2024-05-03T00:00:00.000+0000,2.14,1.6164283682036338,Natural Gas
2024-05-06T00:00:00.000+0000,2.19,1.6158341395541207,Natural Gas
2024-05-07T00:00:00.000+0000,2.21,1.6051380238628825,Natural Gas
2024-05-08T00:00:00.000+0000,2.19,1.60097842331629,Natural Gas
2024-05-09T00:00:00.000+0000,2.3,1.6104860817085012,Natural Gas
2024-05-10T00:00:00.000+0000,2.25,1.6150058484082823,Natural Gas
2024-05-13T00:00:00.000+0000,2.38,1.617679877331092,Natural Gas
2024-05-14T00:00:00.000+0000,2.34,1.6239192781509804,Natural Gas
2024-05-15T00:00:00.000+0000,2.42,1.6435288235849175,Natural Gas
2024-05-16T00:00:00.000+0000,2.49,1.6402605660125946,Natural Gas
2024-05-17T00:00:00.000+0000,2.63,1.648231452485645,Natural Gas
2024-05-20T00:00:00.000+0000,2.75,1.6446660805885656,Natural Gas
2024-05-21T00:00:00.000+0000,2.67,1.6419920516657562,Natural Gas
2024-05-22T00:00:00.000+0000,2.84,1.6336728505725708,Natural Gas
2024-05-23T00:00:00.000+0000,2.66,1.6286219070517087,Natural Gas
2024-05-24T00:00:00.000+0000,2.52,1.6484659560033554,Natural Gas
2024-05-28T00:00:00.000+0000,2.59,1.6517342135756778,Natural Gas
2024-05-29T00:00:00.000+0000,2.49,1.6371756116626042,Natural Gas
2024-05-30T00:00:00.000+0000,2.57,1.6484659560033554,Natural Gas
2024-05-31T00:00:00.000+0000,2.59,1.6592766178326595,Natural Gas
2024-06-03T00:00:00.000+0000,2.76,1.6750236770447602,Natural Gas
2024-06-04T00:00:00.000+0000,2.59,1.6759150200190298,Natural Gas
2024-06-05T00:00:00.000+0000,2.76,1.6711611908229242,Natural Gas
2024-06-06T00:00:00.000+0000,2.82,1.6762121343437868,Natural Gas
2024-06-07T00:00:00.000+0000,2.92,1.6599281930547707,Natural Gas
2024-06-10T00:00:00.000+0000,2.91,1.6522032206110988,Natural Gas
2024-06-11T00:00:00.000+0000,3.13,1.6498263060130456,Natural Gas
2024-06-12T00:00:00.000+0000,3.05,1.667058936848929,Natural Gas
2024-06-13T00:00:00.000+0000,2.96,1.6507176489873157,Natural Gas
2024-06-14T00:00:00.000+0000,2.88,1.647215328918668,Natural Gas
2024-06-17T00:00:00.000+0000,2.79,1.6540489583880702,Natural Gas
2024-06-18T00:00:00.000+0000,2.91,1.6558316443366095,Natural Gas
2024-06-20T00:00:00.000+0000,2.74,1.6460268716196413,Natural Gas
2024-06-21T00:00:00.000+0000,2.7,1.6453242431092812,Natural Gas
2024-06-24T00:00:00.000+0000,2.81,1.6551290158262493,Natural Gas
2024-06-25T00:00:00.000+0000,2.76,1.6509694152796568,Natural Gas
2024-06-26T00:00:00.000+0000,2.63,1.6378963849903658,Natural Gas
2024-06-27T00:00:00.000+0000,2.68,1.6420559855369583,Natural Gas
2024-06-28T00:00:00.000+0000,2.6,1.6463528062378252,Natural Gas
2024-07-01T00:00:00.000+0000,2.48,1.6454614632635556,Natural Gas
2024-07-02T00:00:00.000+0000,2.43,1.6508095211091742,Natural Gas
2024-07-03T00:00:00.000+0000,2.42,1.6603171795013862,Natural Gas
2024-07-05T00:00:00.000+0000,2.32,1.6820809875487184,Natural Gas
2024-07-08T00:00:00.000+0000,2.37,1.6782185013268824,Natural Gas
2024-07-09T00:00:00.000+0000,2.34,1.6746531294298035,Natural Gas
2024-07-10T00:00:00.000+0000,2.33,1.6770300440278563,Natural Gas
2024-07-11T00:00:00.000+0000,2.27,1.6951540178380093,Natural Gas
2024-07-12T00:00:00.000+0000,2.33,1.7065243827675656,Natural Gas
2024-07-15T00:00:00.000+0000,2.16,1.7035532395199997,Natural Gas
2024-07-16T00:00:00.000+0000,2.19,1.701176324921947,Natural Gas
2024-07-17T00:00:00.000+0000,2.04,1.7166262698092907,Natural Gas
2024-07-18T00:00:00.000+0000,2.13,1.7041474681695128,Natural Gas
2024-07-19T00:00:00.000+0000,2.13,1.6994508385388762,Natural Gas
2024-07-22T00:00:00.000+0000,2.25,1.702124867461686,Natural Gas
2024-07-23T00:00:00.000+0000,2.19,1.6979652669150935,Natural Gas
2024-07-24T00:00:00.000+0000,2.12,1.6997479528636332,Natural Gas
2024-07-25T00:00:00.000+0000,2.04,1.7006392958379029,Natural Gas
2024-07-26T00:00:00.000+0000,2.01,1.7035762075504648,Natural Gas
2024-07-29T00:00:00.000+0000,1.91,1.696445463756306,Natural Gas
2024-07-30T00:00:00.000+0000,2.13,1.6967425780810625,Natural Gas
2024-07-31T00:00:00.000+0000,2.04,1.7101127226951105,Natural Gas
2024-08-01T00:00:00.000+0000,1.97,1.7006050643028985,Natural Gas
2024-08-02T00:00:00.000+0000,1.97,1.738595761080906,Natural Gas
2024-08-05T00:00:00.000+0000,1.94,1.7540457059682497,Natural Gas
2024-08-06T00:00:00.000+0000,2.01,1.7457265048750648,Natural Gas
2024-08-07T00:00:00.000+0000,2.11,1.7388928754056625,Natural Gas
2024-08-08T00:00:00.000+0000,2.13,1.738595761080906,Natural Gas
2024-08-09T00:00:00.000+0000,2.14,1.7400927432163575,Natural Gas
2024-08-12T00:00:00.000+0000,2.19,1.7400927432163575,Natural Gas
2024-08-13T00:00:00.000+0000,2.15,1.7573253740522405,Natural Gas
2024-08-14T00:00:00.000+0000,2.22,1.757028259727484,Natural Gas
2024-08-15T00:00:00.000+0000,2.2,1.744846572412463,Natural Gas
2024-08-16T00:00:00.000+0000,2.12,1.7636962897705701,Natural Gas
2024-08-19T00:00:00.000+0000,2.23,1.7806318062816966,Natural Gas
2024-08-20T00:00:00.000+0000,2.2,1.7940019508957445,Natural Gas
2024-08-21T00:00:00.000+0000,2.18,1.8058865238860085,Natural Gas
2024-08-22T00:00:00.000+0000,2.05,1.7919221506224479,Natural Gas
2024-08-23T00:00:00.000+0000,2.02,1.8187939547489838,Natural Gas
2024-08-26T00:00:00.000+0000,1.96,1.8149314685271478,Natural Gas
2024-08-27T00:00:00.000+0000,1.9,1.8238448982698459,Natural Gas
