trade_date,energy_price,energy_volume,CAD/USD,DXY,EUR/USD,NOK/USD,RUB/USD,gas_storage
2023-08-03T00:00:00.000+0000,2.57,139151,0.7494,102.54,1.0944,0.0972,0.0106,3001
2023-08-04T00:00:00.000+0000,2.58,104012,0.749,102.02,1.0952,0.0978,0.0105,3030
2023-08-07T00:00:00.000+0000,2.72,228905,0.7478,102.05,1.1003,0.0987,0.0104,3030
2023-08-08T00:00:00.000+0000,2.78,186795,0.7479,102.53,1.1003,0.0986,0.0104,3030
2023-08-09T00:00:00.000+0000,2.96,312252,0.7449,102.49,1.0959,0.0974,0.0103,3030
2023-08-10T00:00:00.000+0000,2.76,230514,0.7452,102.52,1.0978,0.0981,0.0103,3030
2023-08-11T00:00:00.000+0000,2.77,163958,0.7438,102.84,1.0982,0.097,0.0103,3065
2023-08-14T00:00:00.000+0000,2.8,93502,0.7441,103.19,1.0944,0.0959,0.01,3065
2023-08-15T00:00:00.000+0000,2.66,158887,0.743,103.21,1.091,0.0955,0.0103,3065
2023-08-16T00:00:00.000+0000,2.59,142515,0.7413,103.42,1.0904,0.095,0.0102,3065
2023-08-17T00:00:00.000+0000,2.62,119544,0.7387,103.44,1.0875,0.0942,0.0106,3065
2023-08-18T00:00:00.000+0000,2.55,128027,0.7383,103.38,1.0875,0.0945,0.0106,3083
2023-08-21T00:00:00.000+0000,2.63,102634,0.7385,103.33,1.0876,0.094,0.0105,3083
2023-08-22T00:00:00.000+0000,2.56,111965,0.7384,103.56,1.0898,0.0942,0.0107,3083
2023-08-23T00:00:00.000+0000,2.5,93844,0.738,103.36,1.0847,0.0941,0.0106,3083
2023-08-24T00:00:00.000+0000,2.52,76080,0.7394,103.98,1.0866,0.0944,0.0105,3083
2023-08-25T00:00:00.000+0000,2.54,31329,0.736,104.08,1.0799,0.0932,0.0106,3115
2023-08-28T00:00:00.000+0000,2.58,58220,0.7356,104.06,1.0797,0.0936,0.0105,3115
2023-08-29T00:00:00.000+0000,2.56,145380,0.7352,103.55,1.0826,0.0934,0.0106,3115
2023-08-30T00:00:00.000+0000,2.8,146876,0.7375,103.16,1.0869,0.0945,0.0105,3115
2023-08-31T00:00:00.000+0000,2.77,176016,0.7388,103.62,1.0933,0.0944,0.0104,3115
2023-09-01T00:00:00.000+0000,2.77,127248,0.7402,104.24,1.0844,0.0941,0.0104,3148
2023-09-05T00:00:00.000+0000,2.58,178329,0.7354,104.81,1.0794,0.094,0.0104,3148
2023-09-06T00:00:00.000+0000,2.51,116663,0.7332,104.86,1.0726,0.0933,0.0103,3148
2023-09-07T00:00:00.000+0000,2.58,140334,0.7332,105.06,1.0724,0.0934,0.0102,3148
2023-09-08T00:00:00.000+0000,2.61,101228,0.7308,105.09,1.0698,0.0934,0.0102,3205
2023-09-11T00:00:00.000+0000,2.61,110879,0.7338,104.57,1.0718,0.0939,0.0102,3205
2023-09-12T00:00:00.000+0000,2.74,202189,0.7364,104.71,1.075,0.094,0.0105,3205
2023-09-13T00:00:00.000+0000,2.68,191712,0.738,104.77,1.0753,0.0937,0.0105,3205
2023-09-14T00:00:00.000+0000,2.71,154082,0.7379,105.41,1.0734,0.0934,0.0104,3205
2023-09-15T00:00:00.000+0000,2.64,127780,0.7399,105.32,1.0637,0.0931,0.0105,3269
2023-09-18T00:00:00.000+0000,2.73,128308,0.7395,105.2,1.0668,0.0929,0.0103,3269
2023-09-19T00:00:00.000+0000,2.85,164806,0.7415,105.2,1.0693,0.0925,0.0104,3269
2023-09-20T00:00:00.000+0000,2.73,140309,0.7439,105.16,1.0682,0.0929,0.0103,3269
2023-09-21T00:00:00.000+0000,2.61,99971,0.742,105.36,1.0653,0.0927,0.0104,3269
2023-09-22T00:00:00.000+0000,2.64,52641,0.742,105.58,1.0662,0.0929,0.0104,3359
2023-09-25T00:00:00.000+0000,2.64,36175,0.742,106,1.0648,0.093,0.0104,3359
2023-09-26T00:00:00.000+0000,2.66,57087,0.7435,106.23,1.0592,0.0925,0.0105,3359
2023-09-27T00:00:00.000+0000,2.76,136011,0.7397,106.67,1.0569,0.0924,0.0104,3359
2023-09-28T00:00:00.000+0000,2.94,123674,0.7407,106.22,1.0505,0.093,0.0104,3359
2023-09-29T00:00:00.000+0000,2.93,114663,0.7412,106.17,1.0562,0.0932,0.0104,3445
2023-10-02T00:00:00.000+0000,2.84,124338,0.7367,106.9,1.0565,0.0936,0.0102,3445
2023-10-03T00:00:00.000+0000,2.95,128578,0.7312,107,1.0481,0.0921,0.0101,3445
2023-10-04T00:00:00.000+0000,2.96,155568,0.7294,106.8,1.0472,0.0913,0.0099,3445
2023-10-05T00:00:00.000+0000,3.17,220407,0.7276,106.33,1.0507,0.0909,0.0101,3445
2023-10-06T00:00:00.000+0000,3.34,247997,0.7296,106.04,1.0547,0.0913,0.01,3529
2023-10-09T00:00:00.000+0000,3.38,208300,0.732,106.08,1.0567,0.0919,0.0099,3529
2023-10-10T00:00:00.000+0000,3.38,170101,0.7363,105.83,1.0579,0.0928,0.0101,3529
2023-10-11T00:00:00.000+0000,3.38,211414,0.7362,105.82,1.0605,0.0926,0.01,3529
2023-10-12T00:00:00.000+0000,3.34,160315,0.7356,106.57,1.0624,0.0922,0.0102,3529
2023-10-13T00:00:00.000+0000,3.24,139194,0.7308,106.65,1.0537,0.0912,0.0102,3626
2023-10-16T00:00:00.000+0000,3.11,165019,0.7329,106.24,1.0522,0.0916,0.0102,3626
2023-10-17T00:00:00.000+0000,3.08,133591,0.7345,106.25,1.0554,0.0915,0.0103,3626
2023-10-18T00:00:00.000+0000,3.06,122851,0.7324,106.57,1.0573,0.0913,0.0102,3626
2023-10-19T00:00:00.000+0000,2.96,138650,0.7292,106.25,1.0539,0.0904,0.0102,3626
2023-10-20T00:00:00.000+0000,2.9,144044,0.7291,106.16,1.0586,0.091,0.0104,3700
2023-10-23T00:00:00.000+0000,2.93,99128,0.7298,105.54,1.059,0.0904,0.0105,3700
2023-10-24T00:00:00.000+0000,2.97,65427,0.7305,106.27,1.067,0.0903,0.0106,3700
2023-10-25T00:00:00.000+0000,3.01,31461,0.7277,106.53,1.0595,0.0896,0.0107,3700
2023-10-26T00:00:00.000+0000,3.21,88611,0.7245,106.6,1.0567,0.0893,0.0106,3700
2023-10-27T00:00:00.000+0000,3.16,140955,0.7239,106.56,1.0564,0.0894,0.0107,3779
2023-10-30T00:00:00.000+0000,3.35,119526,0.7213,106.12,1.0562,0.0895,0.0106,3779
2023-10-31T00:00:00.000+0000,3.58,238330,0.7231,106.66,1.0615,0.0898,0.0108,3779
2023-11-01T00:00:00.000+0000,3.49,151262,0.7206,106.88,1.0579,0.0896,0.0107,3779
2023-11-02T00:00:00.000+0000,3.47,118508,0.7228,106.12,1.0587,0.0898,0.0108,3779
2023-11-03T00:00:00.000+0000,3.52,110113,0.7274,105.02,1.0619,0.0897,0.0107,3773
2023-11-06T00:00:00.000+0000,3.26,185742,0.732,105.22,1.0732,0.0907,0.0109,3773
2023-11-07T00:00:00.000+0000,3.14,186182,0.7301,105.54,1.0722,0.0905,0.0108,3773
2023-11-08T00:00:00.000+0000,3.11,172750,0.7263,105.59,1.0696,0.0894,0.0109,3773
2023-11-09T00:00:00.000+0000,3.04,142578,0.725,105.91,1.071,0.0895,0.0109,3773
2023-11-10T00:00:00.000+0000,3.03,106720,0.7243,105.86,1.0668,0.0892,0.0109,3833
2023-11-13T00:00:00.000+0000,3.2,165652,0.7247,105.66,1.069,0.0901,0.0108,3833
2023-11-14T00:00:00.000+0000,3.11,146724,0.7246,104.11,1.0702,0.0903,0.0109,3833
2023-11-15T00:00:00.000+0000,3.19,153744,0.73,104.39,1.0878,0.092,0.011,3833
2023-11-16T00:00:00.000+0000,3.06,179663,0.7308,104.37,1.0855,0.0926,0.0112,3833
2023-11-17T00:00:00.000+0000,2.96,159777,0.7272,103.82,1.0854,0.0915,0.0112,3826
2023-11-20T00:00:00.000+0000,2.88,113704,0.7289,103.47,1.0907,0.0925,0.0112,3826
2023-11-21T00:00:00.000+0000,2.85,103671,0.7286,103.57,1.0946,0.0935,0.0113,3826
2023-11-22T00:00:00.000+0000,2.9,59224,0.7299,103.92,1.0918,0.0938,0.0113,3826
2023-11-23T00:00:00.000+0000,2.93,59224,0.7303,103.92,1.0891,0.093,0.0113,3826
2023-11-24T00:00:00.000+0000,2.86,34118,0.7302,103.4,1.0906,0.0928,0.0113,3836
2023-11-27T00:00:00.000+0000,2.79,67039,0.7336,103.2,1.094,0.0934,0.0112,3836
2023-11-28T00:00:00.000+0000,2.71,187190,0.7349,102.75,1.0958,0.0941,0.0112,3836
2023-11-29T00:00:00.000+0000,2.8,141591,0.7373,102.77,1.1006,0.0943,0.0113,3836
2023-11-30T00:00:00.000+0000,2.8,147752,0.7358,103.5,1.0974,0.0939,0.0113,3836
2023-12-01T00:00:00.000+0000,2.81,133190,0.7377,103.27,1.0892,0.0925,0.0111,3719
2023-12-04T00:00:00.000+0000,2.69,161786,0.7414,103.64,1.0888,0.0937,0.011,3719
2023-12-05T00:00:00.000+0000,2.71,119974,0.7386,104.05,1.0838,0.0923,0.0109,3719
2023-12-06T00:00:00.000+0000,2.57,218374,0.7358,104.15,1.0794,0.0915,0.0111,3719
2023-12-07T00:00:00.000+0000,2.59,248396,0.7357,103.54,1.0767,0.0911,0.0108,3719
2023-12-08T00:00:00.000+0000,2.58,190998,0.7354,104.01,1.0792,0.092,0.0108,3664
2023-12-11T00:00:00.000+0000,2.43,330300,0.7363,104.1,1.0766,0.0918,0.0109,3664
2023-12-12T00:00:00.000+0000,2.31,223455,0.7365,103.87,1.0767,0.0913,0.011,3664
2023-12-13T00:00:00.000+0000,2.34,255188,0.7361,102.87,1.0799,0.0913,0.0111,3664
2023-12-14T00:00:00.000+0000,2.39,159486,0.7403,101.96,1.0886,0.0928,0.0112,3664
2023-12-15T00:00:00.000+0000,2.49,189244,0.7459,102.55,1.0994,0.0952,0.0112,3577
2023-12-18T00:00:00.000+0000,2.5,154295,0.7473,102.51,1.0895,0.0956,0.011,3577
2023-12-19T00:00:00.000+0000,2.49,170435,0.7464,102.17,1.0924,0.0962,0.0111,3577
2023-12-20T00:00:00.000+0000,2.45,125263,0.75,102.41,1.0981,0.0975,0.0111,3577
2023-12-21T00:00:00.000+0000,2.57,84545,0.7486,101.84,1.0946,0.0967,0.0111,3577
2023-12-22T00:00:00.000+0000,2.61,42835,0.7528,101.7,1.1006,0.0974,0.0108,3490
2023-12-26T00:00:00.000+0000,2.55,50762,0.7547,101.47,1.102,0.0983,0.0109,3490
2023-12-27T00:00:00.000+0000,2.62,129265,0.7579,100.99,1.1043,0.0987,0.0109,3490
2023-12-28T00:00:00.000+0000,2.56,116059,0.7575,101.23,1.1109,0.099,0.0109,3490
2023-12-29T00:00:00.000+0000,2.51,89598,0.7559,101.33,1.1068,0.0982,0.0113,3476
2024-01-02T00:00:00.000+0000,2.57,132454,0.7552,102.2,1.1039,0.0986,0.0112,3476
2024-01-03T00:00:00.000+0000,2.67,166472,0.7506,102.46,1.0942,0.0967,0.0111,3476
2024-01-04T00:00:00.000+0000,2.82,206311,0.7492,102.42,1.0928,0.0968,0.0109,3476
2024-01-05T00:00:00.000+0000,2.89,187503,0.7488,102.41,1.0947,0.0972,0.011,3336
2024-01-08T00:00:00.000+0000,2.98,237672,0.7485,102.21,1.0942,0.0971,0.011,3336
2024-01-09T00:00:00.000+0000,3.19,351780,0.7491,102.57,1.0952,0.0965,0.011,3336
2024-01-10T00:00:00.000+0000,3.04,258013,0.7469,102.36,1.0932,0.0965,0.011,3336
2024-01-11T00:00:00.000+0000,3.1,235033,0.7475,102.29,1.0975,0.0967,0.011,3336
2024-01-12T00:00:00.000+0000,3.31,265883,0.7474,102.4,1.0982,0.0972,0.0111,3182
2024-01-16T00:00:00.000+0000,2.9,228164,0.7443,103.36,1.0946,0.0966,0.0111,3182
2024-01-17T00:00:00.000+0000,2.87,150330,0.7413,103.45,1.0879,0.0956,0.0114,3182
2024-01-18T00:00:00.000+0000,2.7,151819,0.7406,103.54,1.0886,0.0952,0.0113,3182
2024-01-19T00:00:00.000+0000,2.52,138427,0.7415,103.29,1.0879,0.095,0.0113,2856
2024-01-22T00:00:00.000+0000,2.42,121583,0.7445,103.33,1.0892,0.0954,0.0112,2856
2024-01-23T00:00:00.000+0000,2.45,69155,0.742,103.62,1.088,0.0951,0.0114,2856
2024-01-24T00:00:00.000+0000,2.64,65497,0.7432,103.24,1.0858,0.0953,0.0114,2856
2024-01-25T00:00:00.000+0000,2.57,44984,0.7393,103.57,1.0882,0.0956,0.0113,2856
2024-01-26T00:00:00.000+0000,2.71,73015,0.742,103.47,1.0847,0.0958,0.0114,2659
2024-01-29T00:00:00.000+0000,2.49,164621,0.7433,103.61,1.0844,0.0959,0.0114,2659
2024-01-30T00:00:00.000+0000,2.08,139745,0.7456,103.4,1.0834,0.096,0.0112,2659
2024-01-31T00:00:00.000+0000,2.1,142856,0.7462,103.27,1.0843,0.0958,0.0111,2659
2024-02-01T00:00:00.000+0000,2.05,161340,0.7443,103.05,1.0804,0.0951,0.0111,2659
2024-02-02T00:00:00.000+0000,2.08,125062,0.7472,103.92,1.0875,0.0959,0.0111,2584
2024-02-05T00:00:00.000+0000,2.08,136031,0.7424,104.45,1.078,0.0942,0.011,2584
2024-02-06T00:00:00.000+0000,2.01,137680,0.7384,104.18,1.0742,0.0936,0.011,2584
2024-02-07T00:00:00.000+0000,1.97,204064,0.7413,104.04,1.0757,0.0944,0.011,2584
2024-02-08T00:00:00.000+0000,1.92,237169,0.7427,104.15,1.0776,0.0945,0.011,2584
2024-02-09T00:00:00.000+0000,1.85,247314,0.7429,104.08,1.0777,0.0942,0.011,2530
2024-02-12T00:00:00.000+0000,1.77,242152,0.7431,104.17,1.0798,0.0949,0.0109,2530
2024-02-13T00:00:00.000+0000,1.69,286586,0.7432,104.96,1.0772,0.0953,0.0109,2530
2024-02-14T00:00:00.000+0000,1.61,208956,0.7371,104.72,1.0709,0.0937,0.0109,2530
2024-02-15T00:00:00.000+0000,1.58,183342,0.7386,104.3,1.0732,0.0945,0.0109,2530
2024-02-16T00:00:00.000+0000,1.61,170384,0.7426,104.3,1.0774,0.095,0.0108,2470
2024-02-20T00:00:00.000+0000,1.58,201471,0.7409,104.08,1.0775,0.0953,0.0108,2470
2024-02-21T00:00:00.000+0000,1.77,170658,0.7395,104.01,1.0813,0.0954,0.0109,2470
2024-02-22T00:00:00.000+0000,1.73,87803,0.7409,103.96,1.082,0.0955,0.0109,2470
2024-02-23T00:00:00.000+0000,1.6,47590,0.7418,103.94,1.0826,0.0953,0.0107,2374
2024-02-26T00:00:00.000+0000,1.66,110505,0.7403,103.83,1.082,0.095,0.0107,2374
2024-02-27T00:00:00.000+0000,1.62,179943,0.7407,103.83,1.0851,0.0953,0.0109,2374
2024-02-28T00:00:00.000+0000,1.88,149429,0.739,103.98,1.0845,0.095,0.0109,2374
2024-02-29T00:00:00.000+0000,1.86,141543,0.7365,104.16,1.0839,0.0944,0.0109,2374
2024-03-01T00:00:00.000+0000,1.84,105501,0.7367,103.86,1.0805,0.0942,0.0109,2334
2024-03-04T00:00:00.000+0000,1.92,185412,0.7379,103.83,1.0843,0.0951,0.0109,2334
2024-03-05T00:00:00.000+0000,1.96,142113,0.7368,103.8,1.0855,0.0946,0.0109,2334
2024-03-06T00:00:00.000+0000,1.93,107219,0.7358,103.37,1.0856,0.0946,0.0109,2334
2024-03-07T00:00:00.000+0000,1.82,173658,0.74,102.82,1.09,0.0954,0.011,2334
2024-03-08T00:00:00.000+0000,1.8,143794,0.7434,102.74,1.095,0.0962,0.011,2325
2024-03-11T00:00:00.000+0000,1.76,159954,0.7416,102.87,1.0943,0.0959,0.011,2325
2024-03-12T00:00:00.000+0000,1.71,199589,0.742,102.96,1.0931,0.0958,0.0111,2325
2024-03-13T00:00:00.000+0000,1.66,176633,0.7411,102.79,1.0928,0.0952,0.0109,2325
2024-03-14T00:00:00.000+0000,1.74,168141,0.7426,103.36,1.0955,0.0955,0.0109,2325
2024-03-15T00:00:00.000+0000,1.65,154729,0.7387,103.43,1.0883,0.0946,0.0109,2332
2024-03-18T00:00:00.000+0000,1.7,137349,0.7382,103.58,1.0883,0.0941,0.0108,2332
2024-03-19T00:00:00.000+0000,1.74,128064,0.7388,103.81,1.0874,0.094,0.0108,2332
2024-03-20T00:00:00.000+0000,1.7,115068,0.7368,103.41,1.0863,0.094,0.0109,2332
2024-03-21T00:00:00.000+0000,1.68,77701,0.7423,104,1.0937,0.0948,0.0109,2332
2024-03-22T00:00:00.000+0000,1.66,44514,0.7393,104.43,1.0862,0.0938,0.0108,2296
2024-03-25T00:00:00.000+0000,1.62,84776,0.7347,104.23,1.0808,0.093,0.0109,2296
2024-03-26T00:00:00.000+0000,1.58,123173,0.7361,104.29,1.0838,0.0933,0.0108,2296
2024-03-27T00:00:00.000+0000,1.72,144888,0.7363,104.35,1.0832,0.093,0.0108,2296
2024-03-28T00:00:00.000+0000,1.76,155745,0.7361,104.55,1.0813,0.0926,0.0108,2296
2024-04-01T00:00:00.000+0000,1.84,169145,0.7395,105.02,1.0793,0.0922,0.0108,2259
2024-04-02T00:00:00.000+0000,1.86,170434,0.7367,104.82,1.0737,0.0912,0.0108,2259
2024-04-03T00:00:00.000+0000,1.84,133034,0.7372,104.25,1.0769,0.0923,0.0108,2259
2024-04-04T00:00:00.000+0000,1.77,179437,0.7394,104.12,1.0838,0.0934,0.0108,2259
2024-04-05T00:00:00.000+0000,1.78,191179,0.7383,104.3,1.0837,0.0932,0.0108,2283
2024-04-08T00:00:00.000+0000,1.84,216676,0.7351,104.14,1.083,0.093,0.0108,2283
2024-04-09T00:00:00.000+0000,1.87,215016,0.7369,104.15,1.0864,0.0937,0.0108,2283
2024-04-10T00:00:00.000+0000,1.88,174388,0.7368,105.25,1.0859,0.0938,0.0108,2283
2024-04-11T00:00:00.000+0000,1.76,230318,0.7306,105.28,1.0742,0.0923,0.0108,2283
2024-04-12T00:00:00.000+0000,1.77,162917,0.7306,106.04,1.0727,0.0924,0.0108,2333
2024-04-15T00:00:00.000+0000,1.69,170569,0.7268,106.21,1.065,0.092,0.0107,2333
2024-04-16T00:00:00.000+0000,1.73,231556,0.7254,106.26,1.0626,0.0915,0.0107,2333
2024-04-17T00:00:00.000+0000,1.71,152348,0.7237,105.95,1.0621,0.0912,0.0107,2333
2024-04-18T00:00:00.000+0000,1.76,160729,0.7261,106.15,1.0669,0.0909,0.0106,2333
2024-04-19T00:00:00.000+0000,1.75,154111,0.7263,106.15,1.0644,0.0905,0.0107,2425
2024-04-22T00:00:00.000+0000,1.79,107242,0.7279,106.08,1.0658,0.0908,0.0107,2425
2024-04-23T00:00:00.000+0000,1.81,71346,0.7299,105.69,1.0654,0.0911,0.0108,2425
2024-04-24T00:00:00.000+0000,1.65,58154,0.732,105.86,1.0704,0.0917,0.0108,2425
2024-04-25T00:00:00.000+0000,1.64,75479,0.7297,105.6,1.07,0.091,0.0107,2425
2024-04-26T00:00:00.000+0000,1.61,119516,0.7322,105.94,1.073,0.0913,0.0108,2484
2024-04-29T00:00:00.000+0000,2.03,158855,0.7323,105.58,1.0707,0.0908,0.0108,2484
2024-04-30T00:00:00.000+0000,1.99,150370,0.7317,106.22,1.0716,0.091,0.0107,2484
2024-05-01T00:00:00.000+0000,1.93,135918,0.7258,105.76,1.0667,0.09,0.0107,2484
2024-05-02T00:00:00.000+0000,2.04,153739,0.7287,105.3,1.0722,0.0908,0.0107,2484
2024-05-03T00:00:00.000+0000,2.14,209456,0.7317,105.03,1.0733,0.0911,0.0107,2569
2024-05-06T00:00:00.000+0000,2.19,196381,0.7304,105.05,1.0758,0.0921,0.0107,2569
2024-05-07T00:00:00.000+0000,2.21,149430,0.7315,105.41,1.0768,0.0923,0.011,2569
2024-05-08T00:00:00.000+0000,2.19,149910,0.7282,105.55,1.075,0.0916,0.011,2569
2024-05-09T00:00:00.000+0000,2.3,207677,0.7285,105.23,1.0747,0.0917,0.011,2569
2024-05-10T00:00:00.000+0000,2.25,142992,0.7311,105.31,1.0785,0.0923,0.0109,2640
2024-05-13T00:00:00.000+0000,2.38,164690,0.7312,105.22,1.077,0.0922,0.0109,2640
2024-05-14T00:00:00.000+0000,2.34,147573,0.7318,105.01,1.0794,0.0925,0.0109,2640
2024-05-15T00:00:00.000+0000,2.42,180743,0.7325,104.35,1.0815,0.0926,0.011,2640
2024-05-16T00:00:00.000+0000,2.49,229617,0.7355,104.46,1.089,0.0939,0.011,2640
2024-05-17T00:00:00.000+0000,2.63,185798,0.7345,104.45,1.0868,0.0936,0.011,2719
2024-05-20T00:00:00.000+0000,2.75,211255,0.7349,104.57,1.0875,0.0937,0.011,2719
2024-05-21T00:00:00.000+0000,2.67,174162,0.7342,104.66,1.0861,0.0935,0.0111,2719
2024-05-22T00:00:00.000+0000,2.84,184820,0.7331,104.94,1.0855,0.0938,0.0111,2719
2024-05-23T00:00:00.000+0000,2.66,116689,0.7305,105.11,1.0825,0.0934,0.0111,2719
2024-05-24T00:00:00.000+0000,2.52,51814,0.7282,104.72,1.0813,0.0937,0.0109,2804
2024-05-28T00:00:00.000+0000,2.59,86031,0.7337,104.61,1.0862,0.0954,0.0109,2804
2024-05-29T00:00:00.000+0000,2.49,161403,0.7328,105.1,1.0852,0.0951,0.0109,2804
2024-05-30T00:00:00.000+0000,2.57,160060,0.729,104.72,1.0802,0.0945,0.0112,2804
2024-05-31T00:00:00.000+0000,2.59,139119,0.7308,104.67,1.0835,0.0948,0.0112,2900
2024-06-03T00:00:00.000+0000,2.76,233692,0.7343,104.14,1.0853,0.0953,0.0111,2900
2024-06-04T00:00:00.000+0000,2.59,221922,0.7337,104.11,1.0907,0.0957,0.0112,2900
2024-06-05T00:00:00.000+0000,2.76,201665,0.7312,104.27,1.0882,0.0948,0.0113,2900
2024-06-06T00:00:00.000+0000,2.82,194237,0.7305,104.1,1.0875,0.0946,0.0112,2900
2024-06-07T00:00:00.000+0000,2.92,209110,0.7316,104.89,1.0894,0.0948,0.0112,2974
2024-06-10T00:00:00.000+0000,2.91,269719,0.7268,105.15,1.0779,0.0933,0.0113,2974
2024-06-11T00:00:00.000+0000,3.13,227818,0.7267,105.23,1.0764,0.094,0.0113,2974
2024-06-12T00:00:00.000+0000,3.05,224795,0.727,104.65,1.074,0.0935,0.0112,2974
2024-06-13T00:00:00.000+0000,2.96,209730,0.7288,105.2,1.0813,0.0945,0.0112,2974
2024-06-14T00:00:00.000+0000,2.88,154123,0.7277,105.55,1.0739,0.0939,0.0114,3045
2024-06-17T00:00:00.000+0000,2.79,152241,0.7282,105.32,1.0702,0.0937,0.0114,3045
2024-06-18T00:00:00.000+0000,2.91,147414,0.7292,105.26,1.0741,0.0939,0.0113,3045
2024-06-20T00:00:00.000+0000,2.74,186686,0.7296,105.59,1.0752,0.0947,0.012,3045
2024-06-21T00:00:00.000+0000,2.7,79372,0.7307,105.8,1.0706,0.0949,0.0114,3102
2024-06-24T00:00:00.000+0000,2.81,45418,0.7299,105.47,1.0688,0.0945,0.0114,3102
2024-06-25T00:00:00.000+0000,2.76,78233,0.7322,105.61,1.0733,0.0949,0.0114,3102
2024-06-26T00:00:00.000+0000,2.63,141345,0.732,106.05,1.071,0.0942,0.0114,3102
2024-06-27T00:00:00.000+0000,2.68,139995,0.7297,105.91,1.068,0.0936,0.0113,3102
2024-06-28T00:00:00.000+0000,2.6,151326,0.73,105.87,1.0708,0.0939,0.0118,3134
2024-07-01T00:00:00.000+0000,2.48,181931,0.7314,105.9,1.0735,0.0938,0.0117,3134
2024-07-02T00:00:00.000+0000,2.43,154263,0.7279,105.72,1.0737,0.0938,0.0115,3134
2024-07-03T00:00:00.000+0000,2.42,125894,0.7312,105.4,1.0748,0.0938,0.0114,3134
2024-07-05T00:00:00.000+0000,2.32,156544,0.7345,104.88,1.0811,0.0946,0.0112,3199
2024-07-08T00:00:00.000+0000,2.37,162309,0.7332,105.01,1.0826,0.0947,0.0115,3199
2024-07-09T00:00:00.000+0000,2.34,155187,0.7337,105.13,1.0831,0.0943,0.0115,3199
2024-07-10T00:00:00.000+0000,2.33,146358,0.7337,105.05,1.0815,0.0943,0.0116,3199
2024-07-11T00:00:00.000+0000,2.27,122365,0.7344,104.44,1.0833,0.0934,0.0113,3199
2024-07-12T00:00:00.000+0000,2.33,129723,0.734,104.09,1.0873,0.0933,0.0115,3209
2024-07-15T00:00:00.000+0000,2.16,189516,0.7328,104.19,1.0886,0.0931,0.0115,3209
2024-07-16T00:00:00.000+0000,2.19,131219,0.7312,104.27,1.0902,0.0926,0.0114,3209
2024-07-17T00:00:00.000+0000,2.04,212196,0.7316,103.75,1.0903,0.0928,0.0113,3209
2024-07-18T00:00:00.000+0000,2.13,159464,0.7311,104.17,1.094,0.0933,0.0113,3209
2024-07-19T00:00:00.000+0000,2.13,101992,0.7298,104.4,1.0902,0.0925,0.0113,3231
2024-07-22T00:00:00.000+0000,2.25,148699,0.7296,104.31,1.0899,0.0919,0.0115,3231
2024-07-23T00:00:00.000+0000,2.19,112276,0.7267,104.45,1.089,0.0913,0.0114,3231
2024-07-24T00:00:00.000+0000,2.12,65013,0.7254,104.39,1.0851,0.0908,0.0114,3231
2024-07-25T00:00:00.000+0000,2.04,44964,0.7241,104.36,1.084,0.0907,0.0116,3231
2024-07-26T00:00:00.000+0000,2.01,58506,0.7236,104.32,1.0851,0.0907,0.0118,3249
2024-07-29T00:00:00.000+0000,1.91,162676,0.7232,104.56,1.0854,0.0909,0.0118,3249
2024-07-30T00:00:00.000+0000,2.13,157477,0.7217,104.55,1.0819,0.0909,0.0116,3249
2024-07-31T00:00:00.000+0000,2.04,167713,0.722,104.1,1.0816,0.0914,0.0117,3249
2024-08-01T00:00:00.000+0000,1.97,215979,0.7242,104.42,1.0824,0.0918,0.0116,3249
2024-08-02T00:00:00.000+0000,1.97,164207,0.7204,103.21,1.0788,0.0913,0.0117,3270
2024-08-05T00:00:00.000+0000,1.94,150595,0.7203,102.69,1.0911,0.0913,0.0119,3270
2024-08-06T00:00:00.000+0000,2.01,154471,0.7244,102.97,1.0951,0.0909,0.0118,3270
2024-08-07T00:00:00.000+0000,2.11,226781,0.7253,103.2,1.0926,0.0918,0.0117,3270
2024-08-08T00:00:00.000+0000,2.13,232204,0.727,103.21,1.0928,0.0924,0.0117,3270
2024-08-09T00:00:00.000+0000,2.14,183426,0.728,103.14,1.0916,0.0923,0.0115,3264
2024-08-12T00:00:00.000+0000,2.19,181250,0.728,103.14,1.0914,0.0925,0.0115,3264
2024-08-13T00:00:00.000+0000,2.15,202099,0.7277,102.56,1.0936,0.0926,0.011,3264
2024-08-14T00:00:00.000+0000,2.22,189925,0.7294,102.57,1.0997,0.0933,0.0111,3264
2024-08-15T00:00:00.000+0000,2.2,165423,0.7291,102.98,1.1013,0.0933,0.0111,3264
2024-08-16T00:00:00.000+0000,2.12,140820,0.7281,102.46,1.0973,0.0931,0.0112,3299
2024-08-19T00:00:00.000+0000,2.23,179074,0.7311,101.89,1.1025,0.0936,0.0112,3299
2024-08-20T00:00:00.000+0000,2.2,129952,0.7337,101.44,1.1086,0.095,0.0111,3299
2024-08-21T00:00:00.000+0000,2.18,124659,0.7344,101.04,1.1128,0.0953,0.011,3299
2024-08-22T00:00:00.000+0000,2.05,153777,0.7362,101.51,1.1155,0.0952,0.0109,3299
2024-08-23T00:00:00.000+0000,2.02,62492,0.7351,100.72,1.1117,0.0945,0.0109,3334
2024-08-26T00:00:00.000+0000,1.96,50432,0.7403,100.85,1.1188,0.0956,0.0111,3334
2024-08-27T00:00:00.000+0000,1.9,68871,0.7417,100.55,1.1165,0.0949,0.0109,3334
