trade_date,energy_price,energy_volume,CAD/USD,DXY,EUR/USD,NOK/USD,RUB/USD,oil_storage
2024-08-13T00:00:00.000+0000,78.35,370763,0.7277,102.56,1.0936,0.0926,0.011,430678
2024-08-14T00:00:00.000+0000,76.98,357636,0.7294,102.57,1.0997,0.0933,0.0111,430678
2024-08-15T00:00:00.000+0000,78.16,195122,0.7291,102.98,1.1013,0.0933,0.0111,430678
2024-08-16T00:00:00.000+0000,76.65,100810,0.7281,102.46,1.0973,0.0931,0.0112,426029
2024-08-19T00:00:00.000+0000,74.37,118172,0.7311,101.89,1.1025,0.0936,0.0112,426029
2024-08-20T00:00:00.000+0000,74.04,329276,0.7337,101.44,1.1086,0.095,0.0111,426029
2024-08-21T00:00:00.000+0000,71.93,390527,0.7344,101.04,1.1128,0.0953,0.011,426029
2024-08-22T00:00:00.000+0000,73.01,334117,0.7362,101.51,1.1155,0.0952,0.0109,426029
2024-08-23T00:00:00.000+0000,74.83,313764,0.7351,100.72,1.1117,0.0945,0.0109,425183
2024-08-26T00:00:00.000+0000,77.42,409675,0.7403,100.85,1.1188,0.0956,0.0111,425183
2024-08-27T00:00:00.000+0000,75.53,331162,0.7417,100.55,1.1165,0.0949,0.0109,425183
2024-08-28T00:00:00.000+0000,74.52,337361,0.7436,101.09,1.1178,0.0956,0.0109,425183
2024-08-29T00:00:00.000+0000,75.91,408147,0.742,101.34,1.1125,0.0952,0.0109,425183
2024-08-30T00:00:00.000+0000,73.55,427273,0.7413,101.7,1.108,0.0952,0.0109,418310
2024-09-03T00:00:00.000+0000,70.34,546617,0.7409,101.83,1.1067,0.0944,0.0111,418310
2024-09-04T00:00:00.000+0000,69.2,482025,0.7384,101.36,1.1049,0.0937,0.0114,418310
2024-09-05T00:00:00.000+0000,69.15,405596,0.7403,101.11,1.108,0.0941,0.0114,418310
2024-09-06T00:00:00.000+0000,67.67,351074,0.7407,101.18,1.1111,0.0941,0.0113,419143
2024-09-09T00:00:00.000+0000,68.71,351074,0.7373,101.55,1.1087,0.0934,0.0112,419143
2024-09-10T00:00:00.000+0000,65.75,442855,0.7372,101.63,1.1038,0.0922,0.011,419143
2024-09-11T00:00:00.000+0000,67.31,393311,0.7348,101.68,1.1021,0.0925,0.011,419143
2024-09-12T00:00:00.000+0000,68.97,351976,0.7365,101.37,1.1011,0.0921,0.0109,419143
2024-09-13T00:00:00.000+0000,68.65,308983,0.7366,101.11,1.1078,0.0934,0.0112,417513
2024-09-16T00:00:00.000+0000,70.09,295176,0.7365,100.76,1.1088,0.0942,0.0111,417513
2024-09-17T00:00:00.000+0000,71.19,251629,0.736,100.89,1.113,0.0944,0.0109,417513
2024-09-18T00:00:00.000+0000,70.91,102907,0.7357,100.6,1.1123,0.0945,0.0109,417513
2024-09-19T00:00:00.000+0000,71.95,86630,0.7347,100.61,1.1115,0.0945,0.0107,417513
2024-09-20T00:00:00.000+0000,71.92,306997,0.7373,100.72,1.1162,0.0952,0.0108,413042
2024-09-23T00:00:00.000+0000,70.37,338267,0.7372,100.92,1.1161,0.0955,0.0109,413042
2024-09-24T00:00:00.000+0000,71.56,318516,0.7391,100.37,1.1112,0.0954,0.0109,413042
2024-09-25T00:00:00.000+0000,69.69,476237,0.7451,100.92,1.1191,0.0962,0.0108,413042
2024-09-26T00:00:00.000+0000,67.67,478069,0.7417,100.56,1.1131,0.0946,0.0108,413042
2024-09-27T00:00:00.000+0000,68.18,341133,0.7421,100.42,1.1177,0.095,0.0108,416931
2024-09-30T00:00:00.000+0000,68.17,350115,0.7403,100.78,1.117,0.0954,0.0106,416931
2024-10-01T00:00:00.000+0000,69.83,668216,0.7393,101.19,1.1137,0.0949,0.0108,416931
2024-10-02T00:00:00.000+0000,70.1,429225,0.741,101.68,1.1064,0.0943,0.0104,416931
2024-10-03T00:00:00.000+0000,73.71,460554,0.7405,101.99,1.1049,0.0946,0.0105,416931
2024-10-04T00:00:00.000+0000,74.38,428815,0.7381,102.52,1.1036,0.0944,0.0106,422741
2024-10-07T00:00:00.000+0000,77.14,419018,0.7364,102.54,1.0975,0.0937,0.0105,422741
2024-10-08T00:00:00.000+0000,73.57,496760,0.7343,102.55,1.0976,0.094,0.0104,422741
2024-10-09T00:00:00.000+0000,73.24,401159,0.7325,102.93,1.0976,0.0934,0.0103,422741
2024-10-10T00:00:00.000+0000,75.85,321453,0.7294,102.99,1.0943,0.0928,0.0103,422741
2024-10-11T00:00:00.000+0000,75.56,315302,0.7275,102.89,1.0934,0.0932,0.0104,420550
2024-10-14T00:00:00.000+0000,73.83,273455,0.7256,103.3,1.0925,0.0932,0.0104,420550
2024-10-15T00:00:00.000+0000,70.58,328738,0.7245,103.26,1.0909,0.0926,0.0105,420550
2024-10-16T00:00:00.000+0000,70.39,222437,0.7256,103.59,1.0884,0.0924,0.0103,420550
2024-10-17T00:00:00.000+0000,70.67,188161,0.727,103.83,1.0862,0.0916,0.0103,420550
2024-10-18T00:00:00.000+0000,69.22,95768,0.7249,103.49,1.083,0.0916,0.0103,426024
2024-10-21T00:00:00.000+0000,70.56,92584,0.7247,104.01,1.0869,0.0916,0.0105,426024
2024-10-22T00:00:00.000+0000,72.09,330456,0.7229,104.08,1.0818,0.0913,0.0103,426024
2024-10-23T00:00:00.000+0000,70.77,293835,0.7238,104.43,1.0797,0.0916,0.0104,426024
2024-10-24T00:00:00.000+0000,70.19,286571,0.7227,104.06,1.0781,0.091,0.0104,426024
2024-10-25T00:00:00.000+0000,71.78,287189,0.7218,104.26,1.0824,0.0914,0.0104,425509
2024-10-28T00:00:00.000+0000,67.38,419623,0.7197,104.32,1.0797,0.091,0.0103,425509
2024-10-29T00:00:00.000+0000,67.21,291929,0.72,104.28,1.0817,0.091,0.0103,425509
2024-10-30T00:00:00.000+0000,68.61,284795,0.7188,103.99,1.0821,0.0913,0.0103,425509
2024-10-31T00:00:00.000+0000,69.26,311055,0.719,103.98,1.0859,0.0912,0.0103,425509
2024-11-01T00:00:00.000+0000,69.49,320572,0.7176,104.28,1.0886,0.091,0.0103,427658
2024-11-04T00:00:00.000+0000,71.47,286947,0.7185,103.89,1.0875,0.0908,0.0103,427658
2024-11-05T00:00:00.000+0000,71.99,247311,0.7194,103.42,1.0874,0.0909,0.0101,427658
2024-11-06T00:00:00.000+0000,71.69,388265,0.7229,105.09,1.0934,0.0914,0.0102,427658
2024-11-07T00:00:00.000+0000,72.36,353595,0.7169,104.51,1.0733,0.0903,0.0103,427658
2024-11-08T00:00:00.000+0000,70.38,362038,0.7211,105,1.0795,0.092,0.0102,429747
2024-11-11T00:00:00.000+0000,68.04,364506,0.719,105.54,1.0715,0.091,0.0103,429747
2024-11-12T00:00:00.000+0000,68.12,286926,0.7183,106.02,1.0664,0.0907,0.0104,429747
2024-11-13T00:00:00.000+0000,68.43,386027,0.7171,106.48,1.0617,0.0903,0.0102,429747
2024-11-14T00:00:00.000+0000,68.7,232270,0.7147,106.67,1.0564,0.0898,0.0102,429747
2024-11-15T00:00:00.000+0000,67.02,205235,0.7112,106.69,1.053,0.0897,0.01,430292
2024-11-18T00:00:00.000+0000,69.16,110375,0.7099,106.28,1.0534,0.0902,0.01,430292
2024-11-19T00:00:00.000+0000,69.39,89360,0.7131,106.21,1.0595,0.0909,0.01,430292
2024-11-20T00:00:00.000+0000,68.87,235637,0.7166,106.68,1.0608,0.0913,0.0099,430292
2024-11-21T00:00:00.000+0000,70.1,283850,0.7159,106.97,1.0546,0.0904,0.0099,430292
2024-11-22T00:00:00.000+0000,71.24,408207,0.7153,107.49,1.0469,0.0903,0.0099,428448
2024-11-25T00:00:00.000+0000,68.94,380922,0.7177,106.82,1.048,0.0908,0.0096,428448
2024-11-26T00:00:00.000+0000,68.77,292138,0.7093,107.01,1.0444,0.09,0.0096,428448
2024-11-27T00:00:00.000+0000,68.72,227215,0.7116,106.08,1.0491,0.0897,0.0095,428448
2024-11-29T00:00:00.000+0000,68,291408,0.7139,105.74,1.0563,0.0906,0.0093,423375
2024-12-02T00:00:00.000+0000,68.1,264883,0.7136,106.45,1.0545,0.0905,0.0094,423375
2024-12-03T00:00:00.000+0000,69.94,303752,0.7121,106.37,1.0501,0.0902,0.0094,423375
2024-12-04T00:00:00.000+0000,68.54,325636,0.7109,106.34,1.0511,0.0904,0.0095,423375
2024-12-05T00:00:00.000+0000,68.3,286701,0.7106,105.71,1.0514,0.0905,0.0095,423375
2024-12-06T00:00:00.000+0000,67.2,341593,0.7132,105.97,1.0586,0.0906,0.0099,421950
2024-12-09T00:00:00.000+0000,68.37,297085,0.7068,106.15,1.0565,0.0897,0.0102,421950
2024-12-10T00:00:00.000+0000,68.59,286003,0.7056,106.4,1.0555,0.0899,0.01,421950
2024-12-11T00:00:00.000+0000,70.29,335892,0.7055,106.71,1.0533,0.0897,0.0097,421950
2024-12-12T00:00:00.000+0000,70.02,326046,0.7068,106.96,1.0507,0.0898,0.0095,421950
2024-12-13T00:00:00.000+0000,71.29,230429,0.7034,107,1.0474,0.0897,0.0095,421016
2024-12-16T00:00:00.000+0000,70.71,204296,0.7029,106.86,1.051,0.0898,0.0098,421016
2024-12-17T00:00:00.000+0000,70.08,99604,0.7025,106.96,1.0517,0.0897,0.0097,421016
2024-12-18T00:00:00.000+0000,70.58,99386,0.6988,108.03,1.0495,0.0894,0.0096,421016
2024-12-19T00:00:00.000+0000,69.91,291660,0.6915,108.41,1.035,0.0878,0.0096,421016
2024-12-20T00:00:00.000+0000,69.46,231592,0.6943,107.62,1.0365,0.0875,0.0097,416779
2024-12-23T00:00:00.000+0000,69.24,188843,0.6963,108.04,1.0433,0.0884,0.0098,416779
2024-12-24T00:00:00.000+0000,70.1,122602,0.6957,108.26,1.0406,0.0881,0.0099,416779
2024-12-26T00:00:00.000+0000,69.62,144877,0.6967,108.13,1.04,0.0882,0.01,416779
2024-12-27T00:00:00.000+0000,70.6,172641,0.6939,108,1.0423,0.0878,0.01,415601
2024-12-30T00:00:00.000+0000,70.99,199296,0.6943,108.13,1.0429,0.0881,0.0096,415601
