Price,Close,High,Low,Open,Volume
10/11/2022,0.016138142,0.015850397,0.015299762,0.015774736,0
10/12/2022,0.015594542,0.015825314,0.015275339,0.015275339,0
10/13/2022,0.015701052,0.015875535,0.015473767,0.015701052,0
10/14/2022,0.015633574,0.016066838,0.015464316,0.015464316,0
10/17/2022,0.015970614,0.016276043,0.015970614,0.015970614,0
10/18/2022,0.016125131,0.016249619,0.015996162,0.016125131,0
10/19/2022,0.016060388,0.016295535,0.016008966,0.016269421,0
10/20/2022,0.016402854,0.016402882,0.016147263,0.016402854,0
10/21/2022,0.016229814,0.016382726,0.016223231,0.016229814,0
10/24/2022,0.016229814,0.016361846,0.016030394,0.016229814,0
10/25/2022,0.016335865,0.016335865,0.016074844,0.016335865,0
10/26/2022,0.016073294,0.016329223,0.016073294,0.016073294,0
10/27/2022,0.016329195,0.016339736,0.016196955,0.016329195,0
10/28/2022,0.016315876,0.016315876,0.016118685,0.016315876,0
10/31/2022,0.016262807,0.016315876,0.016109286,0.016262807,0
11/1/2022,0.016125131,0.016315902,0.016073294,0.016125131,0
11/2/2022,0.016203541,0.016302576,0.015787812,0.015787812,0
11/3/2022,0.016216654,0.016402854,0.01596131,0.016402854,0
11/4/2022,0.0160475,0.016183874,0.016007939,0.0160475,0
11/7/2022,0.016138142,0.016403124,0.016131634,0.016138142,0
11/8/2022,0.015831552,0.016427644,0.015831552,0.015831552,0
11/9/2022,0.016409583,0.016436554,0.016222179,0.016409583,0
11/10/2022,0.016229814,0.016536305,0.016210083,0.016402854,0
11/11/2022,0.016470395,0.016669445,0.016423058,0.016470395,0
11/14/2022,0.016524829,0.016796842,0.016302576,0.016796842,0
11/15/2022,0.016796842,0.016796814,0.016375992,0.016796814,0
11/16/2022,0.016295908,0.01666736,0.016229814,0.016538493,0
11/17/2022,0.016463615,0.016609501,0.016449127,0.016463615,0
11/18/2022,0.016565891,0.016648492,0.016425755,0.016565891,0
11/21/2022,0.016443312,0.01665695,0.016282666,0.01665695,0
11/22/2022,0.016494846,0.016515467,0.016328929,0.016494846,0
11/23/2022,0.016493484,0.016591866,0.016408237,0.016493484,0
11/24/2022,0.016456842,0.01669031,0.016456842,0.016456842,0
11/25/2022,0.0165755,0.016575528,0.016416317,0.0165755,0
11/28/2022,0.016538493,0.01665695,0.016276043,0.01665695,0
11/29/2022,0.016177304,0.01645278,0.016256198,0.016402854,0
11/30/2022,0.016444663,0.016544376,0.016335865,0.016444663,0
12/1/2022,0.01639613,0.016524829,0.016210083,0.01639613,0
12/2/2022,0.01634521,0.01634521,0.015945148,0.01634521,0
12/5/2022,0.016524829,0.016524855,0.015919765,0.016524829,0
12/6/2022,0.016524829,0.016524829,0.015769264,0.016524829,0
12/7/2022,0.016524829,0.016524829,0.015802782,0.016524829,0
12/8/2022,0.015756741,0.016138142,0.015878031,0.016138142,0
12/9/2022,0.015781583,0.016119933,0.015928639,0.016119933,0
12/12/2022,0.016005121,0.016030779,0.015810402,0.016005121,0
12/13/2022,0.015968064,0.015968064,0.015745925,0.015968064,0
12/14/2022,0.015827794,0.015878057,0.015392905,0.015827794,0
12/15/2022,0.015452369,0.015678922,0.015329782,0.015452369,0
12/16/2022,0.015476283,0.015516385,0.015298707,0.015476283,0
12/19/2022,0.01542258,0.015569048,0.014484357,0.01542258,0
12/20/2022,0.014344116,0.014885404,0.014041986,0.014344116,0
12/21/2022,0.014440433,0.014528548,0.013780748,0.01438849,0
12/22/2022,0.013658404,0.014595345,0.013758091,0.014017383,0
12/23/2022,0.014659533,0.014819205,0.014231836,0.014659533,0
12/26/2022,0.014241972,0.014710208,0.014241972,0.014241972,0
12/27/2022,0.01463486,0.014645577,0.014117215,0.01463486,0
12/28/2022,0.014292861,0.014292861,0.013681743,0.014292861,0
12/29/2022,0.013752322,0.014014828,0.013519908,0.013752322,0
12/30/2022,0.013519908,0.014249073,0.01333956,0.01333956,0
1/2/2023,0.013565761,0.013871646,0.012826269,0.013565761,0
1/3/2023,0.0140854,0.014292861,0.013649827,0.014091454,0
1/4/2023,0.013695816,0.014289796,0.013687193,0.013695816,0
1/5/2023,0.013799766,0.014088475,0.013709052,0.013992865,0
1/6/2023,0.013866741,0.013989948,0.013686912,0.013866741,0
1/9/2023,0.013799766,0.01439263,0.013799766,0.013799766,0
1/10/2023,0.014310246,0.014475551,0.014310246,0.014310246,0
1/11/2023,0.014359564,0.014648795,0.014269406,0.014359564,0
1/12/2023,0.014467801,0.014840208,0.014231836,0.014231836,0
1/13/2023,0.014760148,0.014885383,0.014526439,0.014760148,0
1/16/2023,0.015159555,0.015159555,0.014496955,0.015159555,0
1/17/2023,0.014552864,0.014645577,0.014408287,0.014542282,0
1/18/2023,0.014606004,0.014606004,0.014369882,0.014606004,0
1/19/2023,0.014552864,0.014560492,0.014411299,0.014552864,0
1/20/2023,0.014416493,0.014660499,0.014416493,0.014416493,0
1/23/2023,0.014659533,0.01462138,0.0144031,0.014606004,0
1/24/2023,0.014504315,0.014578217,0.014476075,0.014510629,0
1/25/2023,0.014406108,0.01458151,0.014375044,0.014451912,0
1/26/2023,0.014451912,0.014527177,0.014348334,0.014400921,0
1/27/2023,0.01439574,0.014486455,0.014307277,0.01439574,0
1/30/2023,0.014145773,0.014430013,0.014183191,0.01439574,0
1/31/2023,0.014310246,0.014310246,0.01415829,0.014310246,0
2/1/2023,0.014174344,0.014330549,0.014174143,0.014174344,0
2/2/2023,0.014306151,0.014341236,0.014188321,0.014267371,0
2/3/2023,0.013327825,0.014279595,0.01409473,0.014279595,0
2/6/2023,0.014161298,0.014208582,0.013992865,0.014059754,0
2/7/2023,0.013990906,0.014156886,0.01398308,0.013990906,0
2/8/2023,0.013869626,0.014156286,0.013621194,0.014086293,0
2/9/2023,0.013657284,0.013980344,0.013612017,0.013885996,0
2/10/2023,0.013697692,0.013805957,0.013505119,0.013697692,0
2/13/2023,0.013684571,0.013684571,0.013518629,0.013684571,0
2/14/2023,0.013501836,0.01367961,0.013484086,0.013667737,0
2/15/2023,0.01359342,0.01359342,0.013372649,0.01359342,0
2/16/2023,0.013519908,0.013519908,0.013305569,0.013519908,0
2/17/2023,0.013390466,0.013542887,0.013301233,0.013390466,0
2/20/2023,0.013519908,0.013649082,0.013347927,0.013649082,0
2/21/2023,0.013251352,0.013705201,0.013224365,0.013705201,0
2/22/2023,0.013402131,0.013484175,0.013210041,0.013402131,0
2/23/2023,0.013357377,0.013357377,0.013190872,0.013357377,0
2/24/2023,0.013268759,0.013357377,0.013064415,0.013357377,0
2/27/2023,0.013161357,0.013433096,0.013109596,0.013161357,0
2/28/2023,0.013402131,0.013517166,0.013276158,0.013402131,0
3/1/2023,0.013330667,0.013367733,0.013246788,0.013330667,0
3/2/2023,0.013292569,0.013355949,0.013200013,0.013292569,0
3/3/2023,0.013246788,0.0133296,0.013222267,0.013246788,0
3/6/2023,0.013268759,0.013309553,0.013187393,0.013268759,0
3/7/2023,0.013268759,0.013293453,0.013170372,0.013268759,0
3/8/2023,0.013233639,0.013233639,0.013065746,0.013233639,0
3/9/2023,0.013155298,0.013233464,0.013121638,0.013155298,0
3/10/2023,0.013190001,0.013224627,0.01308832,0.013190001,0
3/13/2023,0.01312939,0.013405815,0.01312939,0.01312939,0
3/14/2023,0.013242402,0.013337958,0.013162051,0.013242402,0
3/15/2023,0.013207424,0.013311148,0.013092689,0.013207424,0
3/16/2023,0.200000003,0.01319949,0.012980524,0.01314665,0
3/17/2023,0.013077879,0.013144664,0.012940795,0.013077879,0
3/20/2023,0.012999674,0.013073007,0.012874154,0.012999674,0
3/21/2023,0.012909057,0.013048016,0.012909057,0.012909057,0
3/22/2023,0.012950853,0.013009737,0.012909057,0.012950853,0
3/23/2023,0.013005593,0.013198185,0.012980355,0.013005593,0
3/24/2023,0.013163958,0.013163958,0.012956053,0.013163958,0
3/27/2023,0.012945822,0.013092433,0.012945822,0.012945822,0
3/28/2023,0.013071896,0.013093461,0.01304104,0.013071896,0
3/29/2023,0.013067625,0.013067625,0.012925241,0.013067625,0
3/30/2023,0.012938284,0.013128442,0.01292992,0.012938284,0
3/31/2023,0.01294666,0.012999674,0.012822157,0.01294666,0
