Price,Close,High,Low,Open,Volume
1/1/2021,0.809723139,0.809723139,0.785607696,0.809723139,0
1/4/2021,0.78603375,0.789702296,0.782111585,0.785941124,0
1/5/2021,0.782411397,0.787401557,0.781958699,0.78247261,0
1/6/2021,0.788973331,0.79176563,0.786250055,0.788867533,0
1/7/2021,0.789552629,0.78963995,0.78537935,0.789471626,0
1/8/2021,0.788407207,0.789951801,0.786200583,0.788307786,0
1/11/2021,0.785496593,0.786225319,0.779174268,0.785792828,0
1/12/2021,0.782999516,0.78537935,0.781866908,0.782938182,0
1/13/2021,0.786924481,0.787277579,0.784621418,0.787029803,0
1/14/2021,0.787519395,0.791583836,0.786955416,0.787506998,0
1/15/2021,0.79065758,0.791377127,0.783527076,0.790682614,0
1/18/2021,0.783410549,0.783944845,0.781347692,0.783116043,0
1/19/2021,0.784436822,0.786287129,0.783520937,0.784436822,0
1/20/2021,0.785996675,0.793273091,0.785453439,0.786027551,0
1/21/2021,0.792016506,0.794060469,0.791139185,0.791897357,0
1/22/2021,0.790720105,0.79120183,0.785718799,0.790620089,0
1/25/2021,0.785984337,0.788270533,0.782607317,0.785953403,0
1/26/2021,0.785083473,0.787612438,0.782356262,0.785021782,0
1/27/2021,0.787779987,0.78823328,0.780134678,0.787928939,0
1/28/2021,0.78027463,0.781903625,0.776379406,0.780329466,0
1/29/2021,0.779368579,0.784917057,0.776759326,0.779490054,0
2/1/2021,0.781115711,0.783699036,0.778955758,0.781231701,0
2/2/2021,0.778452396,0.782313466,0.777115464,0.778294921,0
2/3/2021,0.782160521,0.78357619,0.780664504,0.782178819,0
2/4/2021,0.782227814,0.782656372,0.77863431,0.782154381,0
2/5/2021,0.779854774,0.783024073,0.779271424,0.779739261,0
2/8/2021,0.783797324,0.784923255,0.782392979,0.783735931,0
2/9/2021,0.785071075,0.786831558,0.783478022,0.784910917,0
2/10/2021,0.787581444,0.789328337,0.786868751,0.787587583,0
2/11/2021,0.787649632,0.789876878,0.786813021,0.787680686,0
2/12/2021,0.787364423,0.787891686,0.78358233,0.787345767,0
2/15/2021,0.788152516,0.791671634,0.78797859,0.788146257,0
2/16/2021,0.791414678,0.793147206,0.787320971,0.791370869,0
2/17/2021,0.786843956,0.788208425,0.784646094,0.786775827,0
2/18/2021,0.787407815,0.78963995,0.785589159,0.787506998,0
2/19/2021,0.78858757,0.794003725,0.786590219,0.788593769,0
2/22/2021,0.793732643,0.794798851,0.790307701,0.793657124,0
2/23/2021,0.793084264,0.794659913,0.791064143,0.792964816,0
2/24/2021,0.794117153,0.797759891,0.793890238,0.794085622,0
2/25/2021,0.799360454,0.802040398,0.798001826,0.799194396,0
2/26/2021,0.793027699,0.794445276,0.787277579,0.792945981,0
3/1/2021,0.787649632,0.790501356,0.786676824,0.787612438,0
3/2/2021,0.791045368,0.792952299,0.787562788,0.791070402,0
3/3/2021,0.791414678,0.794054151,0.790057898,0.791395962,0
3/4/2021,0.78922236,0.795095861,0.789066672,0.789066672,0
3/5/2021,0.788774192,0.79061383,0.785367012,0.788873732,0
3/8/2021,0.79164654,0.792098045,0.787451208,0.791602671,0
3/9/2021,0.790020466,0.794344246,0.788469434,0.790039241,0
3/10/2021,0.790945232,0.792769969,0.788494289,0.790832639,0
3/11/2021,0.79238677,0.796558917,0.792179644,0.79231137,0
3/12/2021,0.797995448,0.802143335,0.795386791,0.797779024,0
3/15/2021,0.801969647,0.80387789,0.799239159,0.802021086,0
3/16/2021,0.801571071,0.803277373,0.80003196,0.801493943,0
3/17/2021,0.803684115,0.803858519,0.800698221,0.803677619,0
3/18/2021,0.807102501,0.808701634,0.802671313,0.807089508,0
3/19/2021,0.800582826,0.802458704,0.79706049,0.800409853,0
3/22/2021,0.798537076,0.801796019,0.797422707,0.798594475,0
3/23/2021,0.798671007,0.798849702,0.793991089,0.798715651,0
3/24/2021,0.794274867,0.797130287,0.793109477,0.794445276,0
3/25/2021,0.795121133,0.796869874,0.791928649,0.795102179,0
3/26/2021,0.793537438,0.796108663,0.793361127,0.793455541,0
3/29/2021,0.794647276,0.795038939,0.79211688,0.79463464,0
3/30/2021,0.794255972,0.794975758,0.790757596,0.794243336,0
3/31/2021,0.792342842,0.797422707,0.791878462,0.792355299,0
4/1/2021,0.795905828,0.796368539,0.793594122,0.795988262,0
4/2/2021,0.797066748,0.798339486,0.795418382,0.797130287,0
4/5/2021,0.795924842,0.799871981,0.794066727,0.795684218,0
4/6/2021,0.798709273,0.799041152,0.795272946,0.798849702,0
4/7/2021,0.79545635,0.795779228,0.79160893,0.795513272,0
4/8/2021,0.792851627,0.795405746,0.792016506,0.792832792,0
4/9/2021,0.796038926,0.798020899,0.793027699,0.796019912,0
4/12/2021,0.798033655,0.798148274,0.795627236,0.797957182,0
4/13/2021,0.796241701,0.798084557,0.792085469,0.796007216,0
4/14/2021,0.797632635,0.799891233,0.795266569,0.797747135,0
4/15/2021,0.798913479,0.801513255,0.796444714,0.798875153,0
4/16/2021,0.797212958,0.800384164,0.79627347,0.797181129,0
4/19/2021,0.798875153,0.801924646,0.797740757,0.798977315,0
4/20/2021,0.798613608,0.80147475,0.79453361,0.798498869,0
4/21/2021,0.792927086,0.80256182,0.790638864,0.792807639,0
4/22/2021,0.799763262,0.801731706,0.797836304,0.799680173,0
4/23/2021,0.799814403,0.801988959,0.799699306,0.800121605,0
4/26/2021,0.800794423,0.807500064,0.80074954,0.80074954,0
4/27/2021,0.806711853,0.807232797,0.80528909,0.806705356,0
4/28/2021,0.806048572,0.809526503,0.805405855,0.805951178,0
4/29/2021,0.812816441,0.814398527,0.811675131,0.812942028,0
4/30/2021,0.814584315,0.815261662,0.811576307,0.814577699,0
5/3/2021,0.814391911,0.815195262,0.81192559,0.814279199,0
5/4/2021,0.814325571,0.814531267,0.809893668,0.814531267,0
5/5/2021,0.812994897,0.816326499,0.812664568,0.81300813,0
5/6/2021,0.815188646,0.820795655,0.813855112,0.815235138,0
5/7/2021,0.82277441,0.824687898,0.820331097,0.822625458,0
5/10/2021,0.82549113,0.827746093,0.824470222,0.825313985,0
5/11/2021,0.826876819,0.827663839,0.82485795,0.827034116,0
5/12/2021,0.826692224,0.829820395,0.824280024,0.826787949,0
5/13/2021,0.825041711,0.826296031,0.822767615,0.825028062,0
5/14/2021,0.821807444,0.827663839,0.821105719,0.821665704,0
5/17/2021,0.825695634,0.82850039,0.824055791,0.825559318,0
5/18/2021,0.829084218,0.832410753,0.828843713,0.829036117,0
5/19/2021,0.828315079,0.829462469,0.824966788,0.828534782,0
5/20/2021,0.824245989,0.830082178,0.823479056,0.824334383,0
5/21/2021,0.829015553,0.831407249,0.826911032,0.829063654,0
5/24/2021,0.828706384,0.829868615,0.827506363,0.828548431,0
5/25/2021,0.829889297,0.831324279,0.82795161,0.829944372,0
5/26/2021,0.828912437,0.830495775,0.824844301,0.828912437,0
5/27/2021,0.824395537,0.829531312,0.823662162,0.824429512,0
5/28/2021,0.828486681,0.828912437,0.825150609,0.82843864,0
5/31/2021,0.827965379,0.829256177,0.827191472,0.828040779,0
6/1/2021,0.829139292,0.832778215,0.829008698,0.829235554,0
6/2/2021,0.828569055,0.830289006,0.827198267,0.828637719,0
6/3/2021,0.830702782,0.831393361,0.825143754,0.830599248,0
6/4/2021,0.825968444,0.828267097,0.824259639,0.825797915,0
6/7/2021,0.828102529,0.829063654,0.826002598,0.828157365,0
6/8/2021,0.827355683,0.828472972,0.826357543,0.827355683,0
6/9/2021,0.825668335,0.829393685,0.825443447,0.825443447,0
6/10/2021,0.825450301,0.828404367,0.824796677,0.825416267,0
6/11/2021,0.826924622,0.827883065,0.822172344,0.826753736,0
6/14/2021,0.822503686,0.824511111,0.821692705,0.822598457,0
6/15/2021,0.823655367,0.824470222,0.819531083,0.823655367,0
6/16/2021,0.820640743,0.822503686,0.820344567,0.820721567,0
6/17/2021,0.814464867,0.815594196,0.80936271,0.814405203,0
6/18/2021,0.810031474,0.810392439,0.801359117,0.809959292,0
6/21/2021,0.803219318,0.808668911,0.800974011,0.80307734,0
6/22/2021,0.808407426,0.808963299,0.806321561,0.808355153,0
6/23/2021,0.81234771,0.816173315,0.811148405,0.812275112,0
6/24/2021,0.812790096,0.814265966,0.810339928,0.812790096,0
6/25/2021,0.811536849,0.814876378,0.811161578,0.811523676,0
6/28/2021,0.813543856,0.813868284,0.80992645,0.813596845,0
6/29/2021,0.810766995,0.811029971,0.80663377,0.810747266,0
6/30/2021,0.806698859,0.809316874,0.805003881,0.806646824,0
7/1/2021,0.806926668,0.808721244,0.804783583,0.806731343,0
7/2/2021,0.803813279,0.810320258,0.803258002,0.80387789,0
7/5/2021,0.811029971,0.811273456,0.808485925,0.810845912,0
7/6/2021,0.810379386,0.812875926,0.800371349,0.810359657,0
7/7/2021,0.802690625,0.805023313,0.798887968,0.80249095,0
7/8/2021,0.801172912,0.801429808,0.794268548,0.801166475,0
7/9/2021,0.798211992,0.802246273,0.796438336,0.798090935,0
7/12/2021,0.803406477,0.803277373,0.799207151,0.803277373,0
7/13/2021,0.802877545,0.803755105,0.797600806,0.802993596,0
7/14/2021,0.798658252,0.803277373,0.798454225,0.798479676,0
7/15/2021,0.799009264,0.799865603,0.794779897,0.799041152,0
7/16/2021,0.794344246,0.796007216,0.792920768,0.794224441,0
7/19/2021,0.792587698,0.792707086,0.781195104,0.792543769,0
7/20/2021,0.784559846,0.786046147,0.782160521,0.784356773,0
7/21/2021,0.788948357,0.79830122,0.785638511,0.788892329,0
7/22/2021,0.795614541,0.798275769,0.794136107,0.795563877,0
7/23/2021,0.795924842,0.796622276,0.793443024,0.796019912,0
7/26/2021,0.795703232,0.798090935,0.794312716,0.795627236,0
7/27/2021,0.797448218,0.797638953,0.794009984,0.797263801,0
7/28/2021,0.794205487,0.796400249,0.793650806,0.794255972,0
7/29/2021,0.798741162,0.804246426,0.798154652,0.798792243,0
7/30/2021,0.803258002,0.804945648,0.80090344,0.80323869,0
8/2/2021,0.802136898,0.803012967,0.799833655,0.801841021,0
8/3/2021,0.799929559,0.800768733,0.795234919,0.800038397,0
8/4/2021,0.797874451,0.799041152,0.796070576,0.797893584,0
8/5/2021,0.797130287,0.801635325,0.797181129,0.797181129,0
8/6/2021,0.799916744,0.800320089,0.794874668,0.799935997,0
8/9/2021,0.795488,0.797982693,0.794489443,0.795418382,0
8/10/2021,0.795304537,0.798530698,0.794363201,0.795209646,0
8/11/2021,0.798785865,0.800518751,0.796977878,0.79885602,0
8/12/2021,0.799565077,0.800128043,0.798199236,0.799673736,0
8/13/2021,0.798722088,0.79982084,0.797976315,0.798798561,0
8/16/2021,0.798977315,0.799104989,0.794723094,0.799104989,0
8/17/2021,0.795570254,0.795488,0.79156512,0.795462668,0
8/18/2021,0.791985095,0.793524802,0.791014075,0.79200393,0
8/19/2021,0.789696038,0.790014207,0.780250251,0.789826989,0
8/20/2021,0.779344201,0.780457377,0.772343934,0.779508233,0
8/23/2021,0.779666305,0.789814591,0.779952109,0.779994667,0
8/24/2021,0.790451348,0.794950426,0.790045381,0.790376365,0
8/25/2021,0.793902814,0.794470489,0.791132987,0.794085622,0
8/26/2021,0.794363201,0.794344246,0.790207684,0.794319034,0
8/27/2021,0.7883389,0.792901933,0.786949217,0.788270533,0
8/30/2021,0.792958498,0.795228601,0.791590154,0.793084264,0
8/31/2021,0.793090582,0.795671523,0.790401399,0.793103158,0
9/1/2021,0.792637944,0.794956744,0.791402221,0.792751074,0
9/2/2021,0.792286336,0.796685755,0.791270673,0.792625368,0
9/3/2021,0.796698451,0.80010879,0.796292424,0.796647727,0
9/6/2021,0.798065543,0.798460543,0.79630512,0.798052788,0
9/7/2021,0.797810793,0.798849702,0.791007817,0.797785401,0
9/8/2021,0.790738881,0.792016506,0.783637643,0.790720105,0
9/9/2021,0.787773728,0.790801406,0.785755813,0.787606239,0
9/10/2021,0.789727211,0.794716775,0.789122701,0.789583802,0
9/13/2021,0.788674593,0.791264415,0.787798584,0.78878659,0
9/14/2021,0.790638864,0.793524802,0.7885378,0.790707588,0
9/15/2021,0.788022041,0.791383386,0.786955416,0.787953794,0
9/16/2021,0.792512357,0.792769969,0.787556589,0.792192101,0
9/17/2021,0.788550258,0.791389704,0.783637643,0.788612485,0
9/20/2021,0.783453465,0.78382194,0.77567488,0.78357619,0
9/21/2021,0.781103492,0.784867764,0.778367639,0.780883968,0
9/22/2021,0.779982507,0.785978138,0.779769599,0.780256391,0
9/23/2021,0.782111585,0.791464865,0.781549156,0.7821666,0
9/24/2021,0.789764702,0.791082978,0.785620034,0.789883137,0
9/27/2021,0.790551305,0.793021381,0.78931582,0.790576339,0
9/28/2021,0.79200393,0.794016242,0.786986351,0.791903615,0
9/29/2021,0.788830221,0.789515257,0.783969402,0.788954616,0
9/30/2021,0.784080029,0.791640222,0.783944845,0.783944845,0
10/1/2021,0.788394868,0.790713847,0.785138905,0.78838861,0
10/4/2021,0.792079151,0.796330512,0.790307701,0.792141914,0
10/5/2021,0.794293761,0.796819091,0.791972518,0.794407368,0
10/6/2021,0.794741988,0.794786155,0.79070133,0.794628322,0
10/7/2021,0.794520974,0.797575355,0.793783128,0.794577777,0
10/8/2021,0.797003329,0.803045154,0.796095967,0.796946108,0
